0,1,2
-2.699455701098607,-2.0965118151624638,-1.0
1.843003190676265,-1.9821407880758668,-1.0
-1.7587307804769334,-1.9085078326661191,-1.0
-0.29687686665798885,4.225412392429856,1.0
-1.8646685011852777,2.754541500342994,1.0
1.191764011843074,-1.5617909386553979,-1.0
2.581961129679255,-2.2667830343074082,-1.0
-1.8432058357448355,-2.0505045642322375,-1.0
-1.691150949145073,1.739863727692822,1.0
2.0074628722513665,1.75002498569527,1.0
2.919670508874069,-2.525972666390848,-1.0
-2.878399167463936,-0.5734205954285734,-1.0
-1.1764885372240053,-2.552546265764062,-1.0
-1.180843980298398,2.434429729701227,1.0
2.2055445392693245,-1.9750337893772627,-1.0
1.64259382532776,-1.6751163165489706,-1.0
-1.5507119424752447,-2.4204040249479584,-1.0
-1.1560063298261032,-3.1411282284276583,-1.0
-2.1988830091301073,1.4695024075932186,1.0
-1.8602842681765193,3.51891904277626,1.0
2.4869453620913804,-2.1621775275604045,-1.0
-1.629320639639479,2.026866750048817,1.0
-1.756601512711271,-2.1059729447832805,-1.0
0.05406417774479855,4.102463294379921,1.0
-2.036272110958567,-2.1067969420312576,-1.0
-0.938280293882084,-2.9273632374308174,-1.0
-3.162003279448961,1.8730425782523787,1.0
2.7791326715821465,1.186019067828926,1.0
0.8240316213603858,3.3609831418917477,1.0
-1.903425575696894,-1.9500272154249974,-1.0
-1.556048077529045,3.0531493172497624,1.0
-2.473056278758764,-1.5335428037989889,-1.0
1.9542481468873363,2.244925141067885,1.0
2.0940905744678115,-1.9581229662328776,-1.0
3.3767413579426195,-2.681569803207873,-1.0
-2.8093577051506884,1.3876771752046826,1.0
-1.6787570128147982,-2.2249383910189153,-1.0
-0.32036139964155685,2.3647694151314465,1.0
2.6271109130486066,1.251757970659167,1.0
-3.339876754145529,1.306782412967062,1.0
0.5956534077390663,-1.2604743816200459,-1.0
-1.979026653534771,0.9288433026875786,1.0
1.670511815077953,2.2742034916297063,1.0
1.419140706312405,-1.7509304593099497,-1.0
2.8878442112788756,-2.4481823215962257,-1.0
1.1343090857211804,-1.6116907636883402,-1.0
2.0240561531148034,1.7971677058990523,1.0
1.6286410575435346,2.2472347969087534,1.0
2.4526421374086915,-2.211818118108305,-1.0
1.8765577627810224,1.9867375528117428,1.0
-1.3019881529932031,2.650558808641726,1.0
-2.83866880630384,-0.6756260321134033,-1.0
1.4147353541840213,-1.566819472518803,-1.0
2.1838478321436945,-1.9727684838746007,-1.0
-3.097405498783885,2.833010859968107,1.0
0.01902122754645852,4.436419180214481,1.0
1.121367842924403,2.9437658301114036,1.0
2.499520424413127,1.1587740492797558,1.0
2.4052395611189965,0.9735580803497796,1.0
-1.1457453099749328,2.2165312027200463,1.0
2.9997118600761103,-2.568821215006459,-1.0
-0.355832156179527,2.440476213935501,1.0
-1.6902136969134856,3.195841700640901,1.0
-1.5243653018533565,-2.839293950562198,-1.0
-3.1932582417136706,2.1543377915062707,1.0
2.2782922654329347,-2.1887916611402183,-1.0
2.3181804550833762,-2.0612459665595515,-1.0
-3.6648223065640875,1.4305804923678411,1.0
-1.7520025644873063,1.762426377509969,1.0
2.8235515823662936,-2.4467395143097885,-1.0
-0.15003458834865224,3.1639988146873184,1.0
2.390105169493745,-2.3679363312467863,-1.0
-0.73143480148422,2.4568014884844196,1.0
4.455498105435676,-0.7851557823394666,1.0
1.616795905087792,-1.8765811371921464,-1.0
0.9044767184889728,3.048104685764274,1.0
1.6006921188035648,-1.8593464025979578,-1.0
0.7608896557716722,3.434813753292497,1.0
-2.617875329990456,0.7049198719741787,1.0
2.5164696455365045,1.153487221746408,1.0
-2.5719287549392695,-1.0973823679085901,-1.0
1.4092103369887863,-1.7612807606328662,-1.0
2.159341483329102,-1.9655620715361646,-1.0
0.877990275188085,-1.2785871204955581,-1.0
-1.9218436827038763,-1.7858392193286912,-1.0
1.0307586572995673,3.1599986085185616,1.0
-2.092136097968609,2.286158573148281,1.0
1.3174671318785007,-1.4180176685136825,-1.0
-3.402285687514116,1.1240799309214606,1.0
1.9794122062642323,1.641680359728716,1.0
-2.3366182336480845,0.26756490080029627,1.0
1.7751572977060106,-1.8845827531465034,-1.0
-2.083467080089778,-2.1026092676460246,-1.0
3.1085976726207245,0.7816508500074084,1.0
2.347517787563374,-2.2287317354221075,-1.0
-1.6653967802196692,1.6399005468841645,1.0
1.0039064886093705,-1.4466112440297152,-1.0
-0.9192105993927848,-4.067170682913556,-1.0
1.5877768022870422,-1.681665694311042,-1.0
-4.136630589691911,1.1038219740435409,1.0
-2.441007046802751,1.6372577185880164,1.0
-1.495209848117651,-2.678709985146662,-1.0
1.8040285884398313,2.0018178725197036,1.0
-3.624038116936174,0.30952115891900434,1.0
2.0355839338966595,-2.120750533742654,-1.0
-3.3437461848604233,0.7213889880803022,1.0
-0.7459295845774974,1.761478790572851,1.0
-0.24996680570480034,2.403294129634752,1.0
0.4501308128802495,3.809751887887128,1.0
1.2000397766600344,-1.4554418085398502,-1.0
-1.9339829930723618,-2.2930195667974127,-1.0
-0.718911014854674,3.6373252322996557,1.0
1.3234412475303792,-1.4636217638226519,-1.0
0.9468522808861879,3.2685107061536547,1.0
2.2934575564783253,1.489342721053502,1.0
2.869245768974645,1.1753291295320172,1.0
-0.5077476332796502,2.167613390211638,1.0
-1.361207013625728,-3.3427315391110275,-1.0
-2.799065762516256,0.07069218487377826,-1.0
2.7234615718312725,0.8704900243934512,1.0
-2.0583317528799387,2.2594822161305164,1.0
-2.6102941430248934,-0.9874129728904877,-1.0
2.5667538972526818,0.9483785637608895,1.0
4.0211403706498,-0.22756481060146294,1.0
-1.8162293240340923,2.8354394015549023,1.0
-1.8021965754752922,-2.600305972535492,-1.0
-2.0439060470007835,2.1331432346671604,1.0
2.511321438038032,1.0203153654816985,1.0
0.8596858849642004,3.1151990305066506,1.0
-2.275299424937901,0.7393088633548879,1.0
-2.5289588525501143,-1.4904132745219665,-1.0
-1.6404688052042116,-3.069852479450652,-1.0
-2.6495592948514872,-0.7618189398073323,-1.0
1.0071186489260335,3.178183690642919,1.0
-1.3602640856650496,2.381758150042435,1.0
2.428918630065886,1.4051799239482845,1.0
2.0401748066134013,-1.875742272952746,-1.0
3.1787415012603715,1.1847405258378376,1.0
-1.3385523613904287,2.6556958393578967,1.0
3.7261801390449873,-3.061615513191246,-1.0
1.3760558069585223,-1.7433118926576896,-1.0
-1.8120616965552736,2.5294230072290365,1.0
-1.942558047657254,-2.211755903755577,-1.0
-1.0177434348648893,-3.5242310846807063,-1.0
-2.4348256948612117,3.6969494027219976,1.0
2.4696760581914683,1.2992950092560935,1.0
-2.5062900291260055,-1.1557726861471835,-1.0
3.0174739305453615,0.7745698224484898,1.0
-1.5113390977813241,-3.1463484069524834,-1.0
2.1719134821152455,1.4287228478546168,1.0
1.7868526134351361,2.0201268501392406,1.0
1.6911699484621758,-1.788870830827992,-1.0
4.590164147546262,-1.7647270314625305,1.0
1.3734484054494653,-1.7863054705386971,-1.0
1.1184548515476633,3.315081707474082,1.0
2.2265272432293233,1.9315821094837873,1.0
1.9473338968814866,-1.94632192983081,-1.0
