0,1,2
0.1076785164254862,0.1038676306962758,1.0
1.2945431037830921,-2.2304911534542455,1.0
-0.35771811749850735,0.2879897025561109,1.0
1.048697169360481,-2.9546479033471704,-1.0
1.6544530980101284,1.5491217009387932,1.0
1.3943881603777184,-1.7113801334158971,1.0
-1.8142744446036647,1.0117660939479038,-1.0
2.2358955034763377,-2.6736398417336,1.0
-1.6857140413557476,0.6758944202668102,-1.0
-0.9064209944815479,0.5962595408989946,-1.0
-0.7352850559483802,0.9579434363473258,-1.0
0.2968978528586632,0.7188411503558196,-1.0
-0.6796288622321713,-1.5340302463362074,-1.0
-0.4324715908313055,-1.1965351087502047,-1.0
0.8393009006611909,0.8795299810293463,1.0
-1.5274876307088467,-0.6591007148794532,-1.0
-1.3478037134710794,1.0361088064666748,-1.0
1.6153465051982334,-1.412750499383235,1.0
1.0826426488999115,-2.8045440096792316,-1.0
0.5150065490535121,-0.22069008289391923,1.0
1.1204160874450602,1.0040367432705395,1.0
0.5886466074601973,-0.5627966756330023,1.0
-0.3029960605372801,-1.4093168996312553,-1.0
-0.5251045133765722,1.0093278070736653,-1.0
-1.2096186459665335,1.0880176633223533,-1.0
-1.0707357125999097,0.613603507506994,-1.0
-1.58911236183568,-0.36593632616291316,-1.0
1.451964873901081,-1.8381882553625415,1.0
-1.835422825131897,1.367782879062431,-1.0
1.1675042028954694,-0.002279525188189302,1.0
-0.5686361489668306,0.8811796626018751,-1.0
-0.916348461209261,-0.9427229734184375,-1.0
-1.9698534977374553,1.4780846609820526,-1.0
-1.7544364288808763,-0.3966694410923708,-1.0
0.19559180541988175,0.6580748971010554,-1.0
-0.5984806782947714,-1.3847718927067867,1.0
1.5849982993033263,1.5966474447113153,1.0
1.7740379281896528,1.5388573438500774,1.0
1.560654727900173,-2.8544860670545953,1.0
-0.20244149252969312,-1.4946094696197842,-1.0
0.5228681284410761,0.9815542198992095,1.0
2.2985480781991683,-1.7651768691976906,1.0
0.908188404456564,1.0452259309579979,1.0
1.3416791052368762,-1.5333156272285642,1.0
2.044982114835988,1.5407551617622803,1.0
1.1727836432276393,0.3075179053725625,1.0
-1.0168602996479188,1.3070238624435897,-1.0
-0.19510755905348842,0.9720687857974675,-1.0
-0.03700183386758149,1.1474386363246265,-1.0
-1.3042605038012036,1.27018971160227,-1.0
2.215079545724045,1.7203758897138912,1.0
0.6432068830088497,-1.112182799572809,1.0
1.3485677580067046,1.3123434560117029,1.0
2.3082198849758084,-3.7469725575061337,-1.0
2.028883852445,-1.436070848471649,1.0
-2.2284178338624523,0.22257257614734471,-1.0
2.3510057575615715,2.095092680523285,1.0
0.9101112896108786,1.1020334317215963,1.0
0.05371908054771768,0.1077383456084261,1.0
1.4885801448083724,-1.7502593974090086,1.0
-1.234850966385194,-0.597683408020362,-1.0
-0.39183861851257595,-0.3802098397948981,1.0
0.7891425336909541,-1.2605956090411239,1.0
0.7973330020236539,0.9237193501154162,1.0
2.007758843144831,-3.333889998411975,-1.0
1.251771185822018,1.1055302038108474,1.0
-2.2582728613014726,0.7469834992852369,-1.0
1.3015891864267766,-3.1677034053761304,-1.0
1.3160021370033341,1.4507425344236182,1.0
-0.46580388637647563,1.3396993457961863,-1.0
1.4332707366896453,-1.2976501469955766,1.0
-0.4722801797616991,-1.468450402962759,-1.0
-0.7958484122380876,-0.8953695003100687,-1.0
0.6811448411853881,-0.9344299375919042,1.0
0.4703033278121156,-2.3093903731011096,-1.0
-0.23267080294335385,-2.1028800893644193,-1.0
-1.2696333833160474,1.113926866235698,-1.0
1.4420463763214069,1.3540007980066897,1.0
-3.0964277537059552,0.8021516216807973,-1.0
0.8783371327182505,0.9154784385064773,1.0
